,FIPS,Density,Non-White,Poverty,Income,Unemployment,Uninsured,Employed,Labor,Transit,Mean Commute,Senior Citizen,Gini,Comorbidities,confirmed rate,death rate
0,6001,3.355414,0.6858634414040949,0.099,47314.0,0.046,0.044000000000000004,0.639,0.315,0.3262676476945291,34.3,0.135,0.4616,0.313,2.7138895513373384,1.0066539037279971
1,6003,0.18443736,0.4696823869104908,0.19699999999999998,36739.0,0.125,0.08900000000000001,0.402,0.466,0.16666666666666663,18.1,0.299,0.493,0.43700000000000006,2.250780752401028,0.0
2,6005,1.8251548,0.2184287907569804,0.099,31987.0,0.069,0.047,0.41,0.444,0.11866576312024701,32.7,0.267,0.449,0.441,2.0479997278096653,0.0
3,6007,2.1268995,0.28022690940008943,0.191,29506.0,0.081,0.062,0.518,0.42099999999999993,0.18447248322147647,20.9,0.18,0.4944,0.40700000000000003,2.295867476170608,0.4510083171038928
4,6009,1.6532602,0.19064463681504595,0.114,33456.0,0.064,0.044000000000000004,0.444,0.45600000000000007,0.13451957295373662,38.3,0.275,0.4414,0.395,2.215851341573492,0.0
5,6011,1.2724198,0.6468723781113079,0.13,26932.0,0.043,0.098,0.596,0.61,0.17140141514415463,25.7,0.14400000000000002,0.4554,0.41200000000000003,2.797639570414182,0.0
6,6013,3.2064595,0.561749562924436,0.087,48178.0,0.053,0.051,0.613,0.348,0.25863924934236626,38.7,0.154,0.4672,0.337,2.6599921049732025,0.9445894974606824
7,6015,1.441536,0.3806873977086743,0.195,23674.0,0.077,0.065,0.40700000000000003,0.489,0.20592894319981891,14.5,0.172,0.4743,0.429,2.335927478032562,0.0
8,6017,2.0527554,0.22176142721530734,0.084,42749.0,0.055,0.046,0.547,0.36599999999999994,0.1359437341992068,30.0,0.205,0.4556,0.371,2.247459339477179,0.0
9,6019,2.224481,0.705796016540023,0.225,24422.0,0.087,0.083,0.556,0.48800000000000004,0.16937544384605085,23.1,0.12,0.4746,0.41,2.966250120788718,1.0456784097648246
10,6021,1.3346267,0.4853445810694881,0.175,22668.0,0.053,0.086,0.527,0.597,0.15672184828088043,22.2,0.159,0.4442,0.406,2.8122761829131737,0.0
11,6023,1.5796839,0.25645137560688536,0.201,28769.0,0.078,0.08199999999999999,0.552,0.428,0.21505213588967376,18.7,0.17300000000000001,0.4841,0.35700000000000004,2.128793904367315,0.5966813583473227
12,6025,1.6374817,0.89359217713239,0.24100000000000002,18018.0,0.142,0.08,0.447,0.525,0.14657162597104967,22.1,0.126,0.4704,0.46,3.594030331260245,1.7902948550804307
13,6027,0.24773064,0.3784836179562775,0.09300000000000001,32590.0,0.040999999999999995,0.057999999999999996,0.5589999999999999,0.41,0.2848627840556315,16.5,0.228,0.4104,0.408,2.302260785383041,0.8158130630326559
14,6029,2.044127,0.6583923004908516,0.21,23326.0,0.098,0.079,0.523,0.539,0.16069322364404726,23.3,0.107,0.4668,0.45799999999999996,2.886393387716858,1.0750520029524078
15,6031,2.0414097,0.6779037898746441,0.182,22373.0,0.076,0.075,0.478,0.558,0.1834891459356679,22.8,0.1,0.4272,0.425,3.2822767749796835,1.4012711601515757
16,6033,1.709625,0.29499182179297456,0.18600000000000003,27362.0,0.087,0.071,0.46399999999999997,0.529,0.16915080967312401,30.7,0.223,0.4817,0.43200000000000005,2.2798543654648795,0.40707338266193016
17,6035,0.8281688,0.3457070543189046,0.135,22134.0,0.065,0.044000000000000004,0.32299999999999995,0.502,0.13165467625899285,20.6,0.142,0.4171,0.389,3.162343857857322,0.0
18,6037,3.3933132,0.7379604565558737,0.149,34156.0,0.061,0.096,0.607,0.40299999999999997,0.2041506353233814,31.8,0.133,0.5002,0.363,3.1545704760602136,1.6050506644929563
19,6039,1.8670133,0.6586760855159457,0.19899999999999998,22853.0,0.087,0.083,0.496,0.5589999999999999,0.19768119107422377,28.3,0.138,0.4422,0.45299999999999996,2.8641110189524706,0.549306821821305
20,6041,2.696632,0.2884593930207776,0.07200000000000001,72466.0,0.037000000000000005,0.035,0.613,0.251,0.2348218256723964,32.6,0.21600000000000003,0.5178,0.29600000000000004,3.126769063108724,0.9596880054873317
21,6043,1.0745845,0.2000574052812859,0.152,28757.0,0.083,0.055999999999999994,0.475,0.513,0.29108327192336036,26.6,0.275,0.4234,0.38799999999999996,2.298066589623144,0.8333345389529072
22,6045,1.3934082,0.3481495918554526,0.17800000000000002,29035.0,0.087,0.086,0.532,0.465,0.18243428634143666,20.8,0.212,0.4704,0.39,2.140436934230879,0.0
23,6047,2.156614,0.7235004532356604,0.212,23011.0,0.11900000000000001,0.083,0.526,0.5760000000000001,0.17381436146488927,28.6,0.11,0.4719,0.465,2.890864271072302,0.7260357946397322
24,6051,0.675532,0.34954577218728167,0.121,34552.0,0.034,0.161,0.696,0.48499999999999993,0.4407371717658396,15.1,0.14300000000000002,0.415,0.35700000000000004,2.557520528002016,0.8989055489272711
25,6053,2.1214492,0.7006575759673288,0.131,30073.0,0.049,0.098,0.5660000000000001,0.522,0.23710710373304122,23.4,0.132,0.457,0.37,2.8088839672658215,0.7115442605375435
26,6055,2.2650197,0.47565945438788737,0.078,45195.0,0.045,0.059000000000000004,0.622,0.428,0.18354083017995904,25.6,0.18600000000000003,0.4712,0.34700000000000003,2.6201246831770306,0.6655736909136517
27,6057,2.0176778,0.1484321470315586,0.11,39233.0,0.046,0.065,0.522,0.366,0.13666767660288526,25.5,0.265,0.4697,0.364,2.2843610139294723,0.30156298584053637
28,6059,3.6026695,0.5941170640306763,0.109,41514.0,0.046,0.076,0.625,0.34299999999999997,0.15295836358212245,28.0,0.14400000000000002,0.4685,0.32,3.035599845789739,1.1854737594080587
29,6061,2.4519248,0.27342080142771175,0.077,43759.0,0.042,0.04,0.5760000000000001,0.309,0.1061858308921817,27.9,0.191,0.4467,0.301,2.4608270925826767,0.5753652593273687
30,6063,0.8672581,0.16859592711682747,0.121,35198.0,0.054000000000000006,0.031,0.484,0.4759999999999999,0.16980627922511693,19.8,0.271,0.4667,0.373,1.9348755491290326,0.0
31,6065,2.534918,0.6468075700857454,0.13699999999999998,28596.0,0.075,0.08800000000000001,0.552,0.4690000000000001,0.16289673475171962,34.0,0.141,0.4572,0.382,3.062671759074362,1.3800459833876426
