,Density,Non-White,Poverty,Income,Unemployment,Uninsured,Employed,Labor,Transit,Mean Commute,Senior Citizen,Gini,Comorbidities,confirmed rate
0,1.9730601,0.2539725532683279,0.152,29819.0,0.037000000000000005,0.071,0.5579999999999999,0.402,0.10805764156687636,24.4,0.15,0.4542,0.47600000000000003,3.1480077392452768
1,2.1474116,0.16927594793967016,0.10400000000000001,32626.0,0.043,0.08900000000000001,0.552,0.391,0.09736850581376622,26.9,0.2,0.4587,0.402,2.8527002401100505
2,1.4455035,0.5418950356847128,0.307,18473.0,0.092,0.113,0.408,0.541,0.16389260114202409,22.4,0.18600000000000003,0.4883,0.575,3.272423245063107
3,1.5560193,0.2547459209531855,0.18100000000000002,20778.0,0.073,0.107,0.45399999999999996,0.586,0.09795518550263249,29.7,0.159,0.4487,0.516,3.044711990915112
4,1.9526774,0.13106568887501946,0.136,24747.0,0.034,0.10800000000000001,0.47700000000000004,0.49599999999999994,0.10963577685569392,34.4,0.179,0.457,0.46299999999999997,2.8678755665556928
5,1.2100073,0.7862021857923498,0.289,20877.0,0.039,0.114,0.516,0.627,0.17203056263023853,27.2,0.16,0.4731,0.607,3.575534652499152
6,1.3985442,0.4839620738349808,0.225,21038.0,0.068,0.087,0.5,0.527,0.1272378516624041,23.7,0.19699999999999998,0.4619,0.581,3.530138616149324
7,2.2730181,0.27927550646495314,0.179,25345.0,0.081,0.095,0.516,0.48700000000000004,0.13084923846039787,25.0,0.172,0.4633,0.536,2.766859608809393
8,1.7461891,0.44453357100415924,0.17300000000000001,22729.0,0.039,0.10300000000000001,0.5429999999999999,0.58,0.1182571170042458,23.7,0.192,0.423,0.557,3.3428644392819056
9,1.6750977,0.08277033548237656,0.139,24301.0,0.044000000000000004,0.086,0.467,0.562,0.1627977698935631,29.5,0.22399999999999998,0.4515,0.5589999999999999,2.755714158405783
10,1.8070166,0.1986834638520032,0.191,24658.0,0.064,0.13,0.503,0.545,0.139141516538261,32.1,0.16,0.4719,0.562,2.948328899362209
11,1.1392982,0.4362088974854932,0.233,22308.0,0.079,0.10300000000000001,0.391,0.526,0.13472392638036812,34.5,0.226,0.469,0.5720000000000001,3.2485587322200122
