"","dt.none","dt.Non.White","dt.Senior.Citizen","dt.Employed","dt.Unemployment","dt.Income","dt.Labor","dt.Uninsured","dt.Comorbidities","dt.Poverty","dt.Gini","dt.Density","dt.Mean.Commute","dt.Transit","p","x_test.Non.White","x_test.Senior.Citizen","x_test.Employed","x_test.Unemployment","x_test.Income","x_test.Labor","x_test.Uninsured","x_test.Comorbidities","x_test.Poverty","x_test.Gini","x_test.Density","x_test.Mean.Commute","x_test.Transit","y_select","rsq"
"1",0.0243696178585853,0.0141768512739536,0.0206622809701179,-0.0178351269188394,0.00878687702724238,-0.0192687000632285,-0.0249091728890698,0.00685532293840067,0.00568754358831455,0.00168360325409204,-0.0184370631483787,-0.00759426521470578,0.0566428325083479,-0.00862523352942206,0.0421953834593296,0.184250628352035,0.17,0.594,0.039,30711,0.398,0.084,0.49,0.124,0.4104,2.3897624,19.6,0.147504345666749,-0.13762989010173,0.325594399485309
"2",0.0243696206381127,-0.00488575436238704,0.0170971356792052,-0.00735719016608905,0.00718330647958397,0.0277857626700912,-0.0280228900286033,0.00160363005973771,-0.00152975599243339,0.000411719367299124,-0.000256153017179938,-0.00558441256311586,0.0457491792516258,-0.00569793875298496,0.070866271853447,0.442055601149874,0.089,0.584,0.04,27632,0.352,0.123,0.361,0.244,0.5149,2.5922353,17.3,0.167101177011847,-0.0393093418197572,0.325594399485309
"3",0.0243696329356321,-0.019349927827843,0.0180571806367523,-0.0118730335605272,-0.00730069799989498,0.01646645641865,0.0104701639816271,-6.7852432968299e-05,-0.00423112730571183,-0.000678032130121661,-0.0137327024244441,-0.0154516458924274,-0.000505099765407924,0.00397374329113291,0.000147061160532758,0.412411145269659,0.145,0.549,0.093,23290,0.527,0.111,0.509,0.221,0.4509,2.0850596,24.7,0.131429531328742,-0.0422602168016031,0.325594399485309
"4",0.0243696314851079,-0.0167008641701921,-0.0325075076513723,0.0118155626733513,-0.00470945206283778,-0.00325912487317401,0.00789184318378409,0.00382743305700637,0.0140631661673534,0.00268448592677763,0.0422517926856122,-0.00284444099467029,-0.022557216098157,0.0153635233208628,0.0396888367831707,0.0240580103008946,0.214,0.355,0.049,24978,0.481,0.091,0.522,0.257,0.6002,1.6367759,27.8,0.097215777262181,-0.0823402776299029,0.325594399485309
"5",0.0243696355172027,-0.0115918299158233,0.0155693918799899,0.00292156660970204,-0.000988166952551665,0.0391089395680198,0.00179105001012166,-0.000330802474226136,0.000383286887438748,-0.0047620861774574,-0.00551942372468087,-0.00345800382881277,0.00436372818248616,0.00507406638051797,0.06693135201931,0.366532745202708,0.169,0.472,0.053,20411,0.487,0.163,0.493,0.249,0.4652,1.5992135,20.8,0.119993885661877,0.139026309016463,0.325594399485309
"6",0.0243696272098879,-0.0128056639403094,-0.0693927980008035,-0.00890257914116551,-0.00161351043668938,-0.0491745285962578,-0.0186950381154578,0.000715126984395992,0.00760923829275956,-0.00349310748125445,0.00013056209424916,-0.00389393234302858,0.0183714918936506,-0.00280899472812082,-0.11958409845829,0.312790540670872,0.271,0.519,0.052,32988,0.46,0.161,0.482,0.117,0.4698,1.6782815,20.4,0.16016002207201,-0.0793969630050428,0.325594399485309
"7",0.024369639500883,-0.0199979770183978,0.0103785247783106,-0.0063309102273021,0.00101614829549628,0.0433813182750687,0.000324309593010437,0.0157974966390649,0.00237647069714127,-0.00110470686111752,0.00290431011895152,-0.0211674307774404,0.00775796490854587,0.00276516877820279,0.0624703243374825,0.910426735852547,0.132,0.525,0.058,17430,0.499,0.284,0.505,0.289,0.4833,2.6763175,19.9,0.117250377953843,0.0112328171273735,0.325594399485309
"8",0.0243696240462895,0.0288450093166894,-0.0358326812810167,-0.00583967968122085,0.00159552128953622,0.0220986751434668,0.0176108732572204,0.00694315939832043,0.000938222311805888,-0.00223757981422577,-0.00531858816297812,-0.00891836621887119,0.000852578598011878,0.00102363347844827,0.0461304113268852,0.054964598503406,0.238,0.526,0.027,25449,0.516,0.106,0.51,0.146,0.4559,1.7976252,26,0.131359563693027,-0.0966624193053738,0.325594399485309
"9",0.0243696227251602,-0.00702665098942203,0.0247060463795245,-0.00458646166049234,0.000841107818604725,-0.0402409729587721,-0.0027888587224424,-0.000554130713732359,-0.00873664709893185,-0.00395759282551987,-0.000408044057758667,0.019638813840282,0.0404256156388749,0.000709807808415653,0.0423916652798653,0.460612497787219,0.121,0.61,0.045,30548,0.476,0.109,0.467,0.085,0.4371,0.79985094,19,0.125,0.17885224400728,0.325594399485309
"10",0.0243696302344998,-0.0275547882921056,0.0157455809199732,-0.0147665175492455,0.000931643470506502,-0.01673853273623,0.0286924834764279,0.00133506455986909,-0.00594137211336533,-0.0039059424677144,-0.00931906133521998,-0.0172401422365506,0.0620186050974996,-0.00740690330356144,0.0302197523415089,0.57711833117962,0.174,0.567,0.055,27268,0.604,0.191,0.48,0.137,0.4164,1.6233056,18.9,0.136629452418926,-0.0687511433195085,0.325594399485309
