,FIPS,Density,Non-White,Poverty,Income,Unemployment,Uninsured,Employed,Labor,Transit,Mean Commute,Senior Citizen,Gini,Comorbidities,confirmed rate,death rate
0,1001,1.9730601,0.2539725532683279,0.152,29819.0,0.037000000000000005,0.071,0.5579999999999999,0.402,0.10805764156687636,24.4,0.15,0.4542,0.47600000000000003,3.8881679281282406,1.8275395382245858
1,1003,2.1474116,0.16927594793967016,0.10400000000000001,32626.0,0.043,0.08900000000000001,0.552,0.391,0.09736850581376622,26.9,0.2,0.4587,0.402,3.8100914318254953,1.879723018342323
2,1005,1.4455035,0.5418950356847128,0.307,18473.0,0.092,0.113,0.408,0.541,0.16389260114202409,22.4,0.18600000000000003,0.4883,0.575,3.7045450478327107,2.1292999099735344
3,1007,1.5560193,0.2547459209531855,0.18100000000000002,20778.0,0.073,0.107,0.45399999999999996,0.586,0.09795518550263249,29.7,0.159,0.4487,0.516,3.9245396190340425,2.305236722387984
4,1009,1.9526774,0.13106568887501946,0.136,24747.0,0.034,0.10800000000000001,0.47700000000000004,0.49599999999999994,0.10963577685569392,34.4,0.179,0.457,0.46299999999999997,3.9225946179222246,2.154742575775742
5,1011,1.2100073,0.7862021857923498,0.289,20877.0,0.039,0.114,0.516,0.627,0.17203056263023853,27.2,0.16,0.4731,0.607,3.7745830865848022,2.253338437197287
6,1013,1.3985442,0.4839620738349808,0.225,21038.0,0.068,0.087,0.5,0.527,0.1272378516624041,23.7,0.19699999999999998,0.4619,0.581,3.719808023514735,2.1456058130213815
7,1015,2.2730181,0.27927550646495314,0.179,25345.0,0.081,0.095,0.516,0.48700000000000004,0.13084923846039787,25.0,0.172,0.4633,0.536,3.9582879765898342,2.234940063600829
8,1017,1.7461891,0.44453357100415924,0.17300000000000001,22729.0,0.039,0.10300000000000001,0.5429999999999999,0.58,0.1182571170042458,23.7,0.192,0.423,0.557,3.7891323178415477,2.05024364664525
9,1019,1.6750977,0.08277033548237656,0.139,24301.0,0.044000000000000004,0.086,0.467,0.562,0.1627977698935631,29.5,0.22399999999999998,0.4515,0.5589999999999999,3.74231216545464,1.9484113228455842
10,1021,1.8070166,0.1986834638520032,0.191,24658.0,0.064,0.13,0.503,0.545,0.139141516538261,32.1,0.16,0.4719,0.562,3.820903862732843,2.147835899239036
11,1023,1.1392982,0.4362088974854932,0.233,22308.0,0.079,0.10300000000000001,0.391,0.526,0.13472392638036812,34.5,0.226,0.469,0.5720000000000001,3.361095749100378,1.983722390670139
12,1025,1.2804486,0.4728116710875332,0.23199999999999998,22225.0,0.122,0.09699999999999999,0.397,0.578,0.10583322458567146,26.6,0.19399999999999998,0.5158,0.574,4.01447100265817,2.061830168351236
13,1027,1.340715,0.19644597735622704,0.179,23519.0,0.054000000000000006,0.10300000000000001,0.51,0.591,0.08191313908741071,29.1,0.20199999999999999,0.4615,0.527,3.943531645068882,2.5230331081379305
14,1029,1.4252086,0.07307589165996242,0.17300000000000001,23142.0,0.059000000000000004,0.12300000000000001,0.478,0.49700000000000005,0.12067059690493731,34.0,0.19399999999999998,0.457,0.515,3.8675789651808214,2.171878440470665
15,1031,1.8869895,0.2985366420192792,0.151,27806.0,0.057,0.098,0.5379999999999999,0.479,0.10418438129335417,22.7,0.165,0.4327,0.519,3.8677958783469584,2.001502683792478
16,1033,1.9693937,0.21801683372587688,0.155,25536.0,0.044000000000000004,0.07200000000000001,0.513,0.495,0.07988099995559694,23.4,0.19399999999999998,0.4467,0.544,3.920925888774597,2.053982514923887
17,1035,1.1520782,0.49951589478780056,0.17600000000000002,19769.0,0.092,0.127,0.419,0.601,0.09752026704816408,27.9,0.222,0.4296,0.593,3.7380240190587877,2.0019273144620575
18,1037,1.214358,0.35204982801896445,0.135,23694.0,0.028999999999999998,0.08,0.46,0.5429999999999999,0.13104294478527612,28.8,0.226,0.4515,0.5720000000000001,3.7005609227324316,2.089611630267312
19,1039,1.5557039,0.1670967741935484,0.18600000000000003,23687.0,0.084,0.111,0.495,0.5,0.09681824388911653,25.0,0.20800000000000002,0.4598,0.517,3.8728197578650883,2.15852469981575
20,1041,1.3544761,0.2901618029471251,0.152,24563.0,0.034,0.087,0.51,0.528,0.15085977663534833,29.9,0.188,0.4921,0.527,3.873476482239894,2.4752432038351064
21,1043,2.056944,0.08115578192702744,0.149,23468.0,0.051,0.111,0.516,0.519,0.11340633323468485,26.5,0.182,0.4416,0.486,3.936470685063015,2.0718443961461745
22,1045,1.9426769,0.3143454349899547,0.17600000000000002,24645.0,0.08,0.11599999999999999,0.45899999999999996,0.488,0.11392342364654018,21.6,0.16399999999999998,0.4479,0.537,3.847670870577855,2.2031059729935922
23,1047,1.5798298,0.7268384888502899,0.29100000000000004,19612.0,0.11,0.111,0.467,0.544,0.07334806472307365,23.8,0.174,0.4691,0.588,3.7169408797407573,2.355701899048188
24,1049,1.9639088,0.19563876034216798,0.21100000000000002,21907.0,0.04,0.13699999999999998,0.528,0.5770000000000001,0.12817713486404425,24.0,0.16699999999999998,0.4723,0.523,3.9562315690575325,2.1032947300186655
25,1051,2.118302,0.2684117125110914,0.115,29052.0,0.046,0.07400000000000001,0.524,0.403,0.10698356807511733,26.8,0.149,0.4413,0.52,3.9091370402465357,1.975825419440826
26,1053,1.5883384,0.39765766251990176,0.222,19028.0,0.11,0.142,0.429,0.539,0.09107439323266664,22.2,0.177,0.4818,0.5379999999999999,3.8417071538935863,1.9185198213645227
27,1055,2.2813144,0.22138630435628914,0.174,24883.0,0.055,0.106,0.512,0.49699999999999994,0.10030804774740087,24.0,0.187,0.4594,0.542,4.009003276369162,2.1486911253209504
28,1057,1.4145,0.15502607008609193,0.19399999999999998,22483.0,0.063,0.076,0.47200000000000003,0.547,0.11904382470119523,29.8,0.20800000000000002,0.461,0.499,3.977575800722855,2.1525542933622526
29,1059,1.6943703,0.2315197355876184,0.19399999999999998,21641.0,0.048,0.11699999999999999,0.528,0.564,0.1609159347553325,28.8,0.16899999999999998,0.4276,0.517,3.9273848358693924,1.9706657031991668
30,1061,1.6602013,0.16148692130067754,0.22,21711.0,0.054000000000000006,0.126,0.48200000000000004,0.528,0.12542372881355934,27.8,0.2,0.44,0.561,3.8493967346563784,2.0755500175934234
31,1063,1.0981547,0.8276069197501201,0.381,14884.0,0.115,0.128,0.366,0.605,0.24275514489710204,35.2,0.213,0.5115,0.624,3.8201561027703055,2.2395624897598756
32,1065,1.3569903,0.6046998446890404,0.242,21191.0,0.109,0.095,0.45399999999999996,0.49200000000000005,0.08146873207114169,31.6,0.188,0.4994,0.579,3.9635475619835794,2.116222354553672
33,1067,1.4861114,0.30829393567968244,0.138,25276.0,0.059000000000000004,0.098,0.493,0.489,0.09778299809132285,28.0,0.221,0.4407,0.523,3.8908572777020396,1.9731103984384577
34,1069,2.261502,0.33544726939313485,0.182,27097.0,0.064,0.105,0.5329999999999999,0.44299999999999995,0.08943107969444763,21.2,0.172,0.4832,0.52,3.865042877078766,2.0617470310375783
35,1071,1.6802548,0.1075175499498573,0.18600000000000003,22596.0,0.051,0.095,0.48200000000000004,0.5329999999999999,0.11000150549505694,26.4,0.195,0.4516,0.522,4.007002546098942,1.8727756326364051
36,1073,2.7727275,0.5011096289109871,0.16,32098.0,0.065,0.092,0.581,0.37199999999999994,0.13348855645824798,24.3,0.154,0.5009,0.45899999999999996,3.9101521937427135,2.0378746668866174
37,1075,1.3583914,0.14007922218221103,0.20600000000000002,22636.0,0.08800000000000001,0.106,0.47200000000000003,0.512,0.09458678481988059,27.8,0.215,0.472,0.544,3.8885909751242798,2.118554183779594
38,1077,2.1424305,0.15279398418254897,0.146,28033.0,0.047,0.09,0.529,0.46,0.09544687177161282,24.3,0.19699999999999998,0.4601,0.467,3.8631759337274834,1.9188648570230529
39,1079,1.6782329,0.23513219190513646,0.18,23450.0,0.053,0.091,0.466,0.551,0.10136071050272955,29.5,0.18100000000000002,0.4409,0.46299999999999997,3.8308563850814332,2.1576169377254537
40,1081,2.4327037,0.3255808181096108,0.196,27860.0,0.052000000000000005,0.078,0.574,0.392,0.12960080137533336,23.1,0.11599999999999999,0.5026,0.42700000000000005,3.7991100389467753,1.600927659461475
41,1083,2.2471087,0.2345582568855764,0.136,28411.0,0.062,0.096,0.534,0.44400000000000006,0.08968040621266427,27.0,0.151,0.4454,0.491,3.8576439423044744,1.8559298207796142
42,1085,1.1330751,0.7534477626748686,0.268,20209.0,0.099,0.08800000000000001,0.426,0.5609999999999999,0.11111111111111116,31.5,0.184,0.5064,0.617,3.7800354258309787,2.0947527495774696
43,1087,1.4724159,0.8414581997006628,0.244,20419.0,0.113,0.075,0.446,0.473,0.13655371304974762,24.0,0.193,0.5095,0.579,3.6915912401337914,2.161070840555038
44,1089,2.6676497,0.3532113637116453,0.125,36620.0,0.05,0.083,0.606,0.324,0.08110094461093198,21.5,0.147,0.462,0.446,3.804604037620993,1.6757051762249984
45,1091,1.285764,0.5511619481393303,0.21899999999999997,25635.0,0.08,0.08800000000000001,0.43700000000000006,0.519,0.08148373365764672,24.4,0.193,0.5495,0.573,3.9285604154985494,1.9841892237170828
46,1093,1.6022838,0.08146387196142768,0.175,21311.0,0.055,0.087,0.488,0.5379999999999999,0.11970202928332907,24.4,0.21100000000000002,0.4587,0.521,3.8378683666795594,2.074850868529332
47,1095,2.233061,0.19245527639241766,0.203,24453.0,0.043,0.12300000000000001,0.527,0.504,0.10673649990969836,24.6,0.168,0.4707,0.541,3.9135674910496947,1.9918174106845208
