"","dt.none","dt.Non.White","dt.Senior.Citizen","dt.Employed","dt.Unemployment","dt.Income","dt.Labor","dt.Uninsured","dt.Comorbidities","dt.Poverty","dt.Gini","dt.Density","dt.Mean.Commute","dt.Transit","p","x_test.Non.White","x_test.Senior.Citizen","x_test.Employed","x_test.Unemployment","x_test.Income","x_test.Labor","x_test.Uninsured","x_test.Comorbidities","x_test.Poverty","x_test.Gini","x_test.Density","x_test.Mean.Commute","x_test.Transit","y_select","rsq"
"1",0.0319263940398471,-0.125011324564438,-0.00707125921033019,-0.0998385040136959,-0.0349583065975908,-0.0133283385876543,0.0299729435194019,-0.0676707500814722,-0.00130256030848137,0.0117838163741327,-0.031330454755365,0.0222507980832899,-0.0146169759720424,-0.00818585352759237,-0.307380378246307,0.267880707310636,0.254,0.4,0.078,25857,0.52,0.072,0.444,0.173,0.479,0.5392922,24.8,0.254567116759333,-0.74226069305275,0.504925018068707
"2",0.0319263970511083,0.0531848418229838,0.00214774454019961,0.074875232222369,0.0287364046399338,-0.0282234722586917,-0.0556022671116544,-0.0747844794789345,0.00240425391518464,-0.0129445132078337,0.00837276617855911,0.038802644032509,0.0412398859647414,0.0180414814404444,0.128176912665367,0.378483617956277,0.228,0.559,0.041,32590,0.41,0.058,0.408,0.093,0.4104,0.24773064,16.5,0.284862784055631,-0.156068406942497,0.504925018068707
"3",0.0319264031485943,0.174030806279157,-0.136444427616415,0.00120436947289753,-0.0245923024441916,-0.0323881526397872,0.000864722811355082,0.114513527937796,0.00247808556591662,0.00118627256913538,-0.00893092809504884,-0.00457344011593118,0.0490876381372167,0.008116766076062,0.176479324698448,0.469682386910491,0.299,0.402,0.125,36739,0.466,0.089,0.437,0.197,0.493,0.18443736,18.1,0.166666666666667,-0.219389136924818,0.504925018068707
"4",0.0319263962942357,0.0531084477887907,0.055389201044303,0.0928158304619235,0.027452247727129,-0.0285056554370508,-0.0420611357166859,-0.0731889976871093,0.00578557505590904,-0.000276986004180238,0.00584645942145822,-0.00848074749672861,-0.00107738699418326,-0.0294442846601039,0.0892889574170113,0.304293397161771,0.131,0.643,0.041,39527,0.391,0.061,0.396,0.075,0.4045,2.5954924,32.6,0.201438422330877,0.239631732625495,0.504925018068707
"5",0.0319263984028117,-0.293857606261415,-0.0555479829360354,-0.0911296703358443,0.00797707541723519,-0.0369649146427013,0.00342195546586292,-0.0675499274979588,-0.0013491686514029,0.0142274896058415,0.0113125257222553,0.0295520473131539,0.0236721202835003,-0.0109670809882157,-0.435276746749878,0.178352746190323,0.236,0.475,0.064,29521,0.444,0.069,0.374,0.156,0.4544,1.078511,21.9,0.172272945699183,0.0940975797585426,0.504925018068707
"6",0.0319263972982243,0.051840483725924,0.00245348563479512,0.07445990787361,0.0289713895527995,-0.0298740787924141,-0.0545499578606137,-0.0740336793719634,0.00360956135750675,-0.013496516266139,0.00954530112193216,0.0383384749548631,0.0405453276877003,0.0184408228487873,0.128176912665367,0.378483617956277,0.228,0.559,0.041,32590,0.41,0.058,0.408,0.093,0.4104,0.24773064,16.5,0.284862784055631,-0.156068406942497,0.504925018068707
"7",0.0319264066671157,0.0305455276253297,0.0391431428449825,0.0781585241998752,0.0343848021596972,-0.0253568322538397,0.0318921314169706,0.0954302273459536,-0.00277977098515021,0.00122168059090833,0.0123801316799154,-0.000298826882507021,0.0341600966025485,0.0341555318888356,0.394962757825851,0.320258694197746,0.186,0.593,0.039,30870,0.499,0.095,0.411,0.117,0.4519,1.4220592,19.2,0.169537029103476,0.448916336337236,0.504925018068707
"8",0.0319263815870307,-0.229581506266342,0.100569172606695,0.144280623845128,0.0245265891599793,-0.0196256426525221,-0.0282813589084101,-0.0302006644839114,0.00131974628736521,-0.00645507269685163,0.00330304446875875,-0.0245354959529329,-0.0163552651974809,0.0676829104525063,0.0185734704136848,0.215111610727477,0.15,0.61,0.048,35860,0.406,0.058,0.381,0.093,0.4237,2.89034,27.3,0.141161530038951,-0.101563251505594,0.504925018068707
"9",0.0319263843008278,-0.192544560463976,0.060712317345055,0.111781753370098,0.00496553207347753,-0.0133759591342229,-0.0512875744912377,-0.0243120030466277,0.000857109255125965,-0.0035345935288314,0.0035149678002178,-0.0206404858153254,-0.0145562286986,-0.00361926451171051,-0.110112600028515,0.250404882181966,0.168,0.568,0.064,35169,0.361,0.048,0.388,0.104,0.4136,2.6043682,26.8,0.154498706737283,-0.320686245073276,0.504925018068707
"10",0.0319264019520875,-0.33450451008057,-0.118640961514331,-0.103240311289879,-0.030857460781577,-0.0159172947753447,-0.050174530705423,-0.0266531170311107,-0.00321443893559908,0.0258683924382636,0.0125332550537895,0.0405488079357666,0.0307245257494394,-0.00253968222757796,-0.544140934944153,0.0854082626234525,0.292,0.49,0.087,27367,0.414,0.055,0.465,0.181,0.441,0.20138575,15.1,0.182689018132056,-1.29725132880653,0.504925018068707
"11",0.0319264261993425,0.326087164139451,0.0123569226080002,0.0474329582449288,-0.00584395892473557,0.165575944050669,0.0518759191554928,0.075819110343366,-0.00577038329283461,0.0148343291074059,0.00865206702302696,0.0130751687703494,0.040390774107531,-0.0298173246709377,0.746595084667206,0.661835255690517,0.109,0.576,0.067,20248,0.626,0.165,0.415,0.256,0.4486,1.0162324,18.6,0.22322754895341,0.630914211790497,0.504925018068707
"12",0.0319263831355755,-0.249056282273677,-0.0298427530237393,-0.0536053845667939,0.0378600469562552,-0.0261325304524997,6.55546207846691e-05,-0.0196939413216395,0.00266145518941089,-0.00532258331869977,-0.00868144605118191,-0.00784315309775428,-0.0103356210701593,-0.00201942434783714,-0.340019673109055,0.208420823980885,0.24,0.466,0.056,37087,0.436,0.049,0.375,0.078,0.4229,2.6110075,28.4,0.200075065011662,-0.0742772772417166,0.504925018068707
"13",0.0319263909529565,-0.216889908604472,0.0890967925173539,0.163595399450775,0.0346450120904923,-0.00158902238859292,0.00271131344922744,-0.00586164368172673,-3.74850689422238e-05,-0.0274881842867541,0.00402280472317851,0.00754024244166285,0.0495294369543673,0.0304283205909781,0.161629468202591,0.254420206659013,0.202,0.566,0.045,27445,0.469,0.078,0.431,0.116,0.4141,1.0494343,18.2,0.162235201813268,0.18735371998444,0.504925018068707
"14",0.0319263934931451,-0.333705719267608,-0.0534077884088177,-0.0296200701216819,-0.0472817120060296,-0.037627536822899,0.000279454235020897,-0.102238842231392,0.00533967773210883,-0.00182760582606208,0.00386496196110803,0.0169228173283059,0.0282638352561541,-0.00881192349797815,-0.527924060821533,0.115558732427925,0.329,0.523,0.024,45777,0.441,0.064,0.341,0.102,0.5007,2.0047395,16.3,0.219247845390441,-0.369358477244387,0.504925018068707
"15",0.0319263950237067,0.0777276160399028,0.0803156463180119,-0.0719785872046442,-0.0010508035410121,0.0743420082320524,0.0184825985594099,-0.0521363056929616,-0.00176237081646977,0.0174181960240176,0.018920251467656,0.025414600903881,0.0769438330311255,0.0462746422248519,0.340837717056274,0.345707054318905,0.142,0.323,0.065,22134,0.502,0.044,0.389,0.135,0.4171,0.8281688,20.6,0.131654676258993,0.692173968531476,0.504925018068707
"16",0.031926395390208,0.0540366564242255,0.0558708921215948,0.0935712630326758,0.0254310876745321,-0.0285809183691837,-0.0406428145911542,-0.0723060514201844,0.00563792795454292,-0.00238297806784099,0.0051609597120483,-0.00761299873531629,-0.0018802574738491,-0.0289402000872575,0.0892889574170113,0.304293397161771,0.131,0.643,0.041,39527,0.391,0.061,0.396,0.075,0.4045,2.5954924,32.6,0.201438422330877,0.239631732625495,0.504925018068707
"17",0.0319263973689766,0.104356504272669,0.0181452704239402,-0.0128373056928563,-0.00410363291630079,0.199850530216642,0.0578011011384139,0.172841069032694,0.0444119318451145,0.000212562169992256,0.0132510677636758,0.0168554971788883,0.0395073055301175,0.0552846995206376,0.737502992153168,0.38869525187426,0.164,0.465,0.066,18974,0.534,0.097,0.495,0.218,0.4414,0.49021393,18.5,0.160173559822747,0.697062403480254,0.504925018068707
"18",0.031926393438218,-0.274165778366661,0.0145148251894229,-0.0761358956990208,0.000150910899139142,-0.0411079367491162,0.0101336347123994,-0.0306045857668636,0.000831484563133953,-0.00415249576095602,0.00489452387384979,-0.000211083514544574,0.00108668545832587,0.0235208345255503,-0.339318484067917,0.190644636815046,0.275,0.444,0.064,33456,0.456,0.044,0.395,0.114,0.4414,1.6532602,38.3,0.134519572953737,-0.254318547752354,0.504925018068707
"19",0.0319263841095933,-0.192129319323246,0.0613976833251544,0.112412387309401,0.00477677046390164,-0.0134437468295721,-0.0520191855194168,-0.0246113263721408,0.000766039349235059,-0.00327996491222264,0.00162889781610446,-0.0211905326383191,-0.0137213610159226,-0.00262533150159898,-0.110112600028515,0.250404882181966,0.168,0.568,0.064,35169,0.361,0.048,0.388,0.104,0.4136,2.6043682,26.8,0.154498706737283,-0.320686245073276,0.504925018068707
"20",0.0319264254151429,0.32627732663204,0.0128059005004001,0.0484527411192137,-0.00583093240113927,0.16884298699233,0.0516569753781268,0.0762467483832907,-0.00625635458402461,0.0152108325262754,0.00720287312952207,0.0109526574737355,0.0388231028191568,-0.0297161665089908,0.746595084667206,0.661835255690517,0.109,0.576,0.067,20248,0.626,0.165,0.415,0.256,0.4486,1.0162324,18.6,0.22322754895341,0.630914211790497,0.504925018068707
"21",0.0319263681715428,-0.281093455124041,0.131687763956966,0.223055454972101,0.0280939552259913,-0.0239617398209787,-0.0413446434997602,0.00767985013414919,-1.73980093985705e-05,-0.00139343203695912,0.00532707509310882,0.0179900596973792,0.0316472669164089,0.105041957617437,0.234639108181,0.127489248379875,0.196,0.597,0.054,35507,0.392,0.076,0.384,0.108,0.4431,1.8163251,19.5,0.143182276834765,-0.303795551732069,0.504925018068707
"22",0.0319263983407167,-0.294151846644076,-0.0554248931961923,-0.0897721294678029,0.00783800197141968,-0.0358902946988251,0.00155132237818848,-0.067177949381904,-0.000747544636215226,0.0132413483769245,0.0126243192799834,0.0294742603628135,0.0217811281543741,-0.0105488597170382,-0.435276746749878,0.178352746190323,0.236,0.475,0.064,29521,0.444,0.069,0.374,0.156,0.4544,1.078511,21.9,0.172272945699183,0.0940975797585426,0.504925018068707
