,FIPS,Density,Non-White,Poverty,Income,Unemployment,Uninsured,Employed,Labor,Transit,Mean Commute,Senior Citizen,Gini,Comorbidities,confirmed rate,death rate
0,6001,3.355414,0.6858634414040949,0.099,47314.0,0.046,0.044000000000000004,0.639,0.315,0.3262676476945291,34.3,0.135,0.4616,0.313,3.5425150687743856,1.5058704716157763
1,6003,0.18443736,0.4696823869104908,0.19699999999999998,36739.0,0.125,0.08900000000000001,0.402,0.466,0.16666666666666663,18.1,0.299,0.493,0.43700000000000006,3.798633460243464,0.0
2,6005,1.8251548,0.2184287907569804,0.099,31987.0,0.069,0.047,0.41,0.444,0.11866576312024701,32.7,0.267,0.449,0.441,3.868159963209522,1.8539214303467444
3,6007,2.1268995,0.28022690940008943,0.191,29506.0,0.081,0.062,0.518,0.42099999999999993,0.18447248322147647,20.9,0.18,0.4944,0.40700000000000003,3.6670711151820155,1.763646507167413
4,6009,1.6532602,0.19064463681504595,0.114,33456.0,0.064,0.044000000000000004,0.444,0.45600000000000007,0.13451957295373662,38.3,0.275,0.4414,0.395,3.5055929428570907,1.6697504999519732
5,6011,1.2724198,0.6468723781113079,0.13,26932.0,0.043,0.098,0.596,0.61,0.17140141514415463,25.7,0.14400000000000002,0.4554,0.41200000000000003,3.8628489348160313,1.5248778136879908
6,6013,3.2064595,0.561749562924436,0.087,48178.0,0.053,0.051,0.613,0.348,0.25863924934236626,38.7,0.154,0.4672,0.337,3.601414723297622,1.481463604745175
7,6015,1.441536,0.3806873977086743,0.195,23674.0,0.077,0.065,0.40700000000000003,0.489,0.20592894319981891,14.5,0.172,0.4743,0.429,3.4412862442608305,0.9133443760993964
8,6017,2.0527554,0.22176142721530734,0.084,42749.0,0.055,0.046,0.547,0.36599999999999994,0.1359437341992068,30.0,0.205,0.4556,0.371,3.5978285620408195,1.4043574014285019
9,6019,2.224481,0.705796016540023,0.225,24422.0,0.087,0.083,0.556,0.48800000000000004,0.16937544384605085,23.1,0.12,0.4746,0.41,3.8885531945280776,1.8702035453196273
10,6021,1.3346267,0.4853445810694881,0.175,22668.0,0.053,0.086,0.527,0.597,0.15672184828088043,22.2,0.159,0.4442,0.406,3.8571174369423735,1.5145205748165385
11,6023,1.5796839,0.25645137560688536,0.201,28769.0,0.078,0.08199999999999999,0.552,0.428,0.21505213588967376,18.7,0.17300000000000001,0.4841,0.35700000000000004,3.1786436672219733,1.1546810370048552
12,6025,1.6374817,0.89359217713239,0.24100000000000002,18018.0,0.142,0.08,0.447,0.525,0.14657162597104967,22.1,0.126,0.4704,0.46,4.04530024639883,2.2704811222875656
13,6027,0.24773064,0.3784836179562775,0.09300000000000001,32590.0,0.040999999999999995,0.057999999999999996,0.5589999999999999,0.41,0.2848627840556315,16.5,0.228,0.4104,0.408,3.635982571463647,2.1272508426528103
14,6029,2.044127,0.6583923004908516,0.21,23326.0,0.098,0.079,0.523,0.539,0.16069322364404726,23.3,0.107,0.4668,0.45799999999999996,3.93008719969957,1.7168347397473125
15,6031,2.0414097,0.6779037898746441,0.182,22373.0,0.076,0.075,0.478,0.558,0.1834891459356679,22.8,0.1,0.4272,0.425,4.034343282079174,1.795615964189426
16,6033,1.709625,0.29499182179297456,0.18600000000000003,27362.0,0.087,0.071,0.46399999999999997,0.529,0.16915080967312401,30.7,0.223,0.4817,0.43200000000000005,3.555317312660801,1.6328072396024103
17,6035,0.8281688,0.3457070543189046,0.135,22134.0,0.065,0.044000000000000004,0.32299999999999995,0.502,0.13165467625899285,20.6,0.142,0.4171,0.389,4.182143449803657,1.6387006501823234
18,6037,3.3933132,0.7379604565558737,0.149,34156.0,0.061,0.096,0.607,0.40299999999999997,0.2041506353233814,31.8,0.133,0.5002,0.363,3.9264576350217792,1.983344578561363
19,6039,1.8670133,0.6586760855159457,0.19899999999999998,22853.0,0.087,0.083,0.496,0.5589999999999999,0.19768119107422377,28.3,0.138,0.4422,0.45299999999999996,3.8968485833497013,1.7200362221466274
20,6041,2.696632,0.2884593930207776,0.07200000000000001,72466.0,0.037000000000000005,0.035,0.613,0.251,0.2348218256723964,32.6,0.21600000000000003,0.5178,0.29600000000000004,3.488427984003239,1.7380193440508929
21,6043,1.0745845,0.2000574052812859,0.152,28757.0,0.083,0.055999999999999994,0.475,0.513,0.29108327192336036,26.6,0.275,0.4234,0.38799999999999996,3.251777478498532,1.2657330967372689
22,6045,1.3934082,0.3481495918554526,0.17800000000000002,29035.0,0.087,0.086,0.532,0.465,0.18243428634143666,20.8,0.212,0.4704,0.39,3.5038808175363165,1.5650833810422695
23,6047,2.156614,0.7235004532356604,0.212,23011.0,0.11900000000000001,0.083,0.526,0.5760000000000001,0.17381436146488927,28.6,0.11,0.4719,0.465,3.8890307273036737,1.9177615762536673
24,6049,0.35013175,0.22308296845177955,0.188,22843.0,0.086,0.125,0.401,0.49400000000000005,0.1311194796302636,16.1,0.27,0.4003,0.44,3.615896655601339,0.0
25,6051,0.675532,0.34954577218728167,0.121,34552.0,0.034,0.161,0.696,0.48499999999999993,0.4407371717658396,15.1,0.14300000000000002,0.415,0.35700000000000004,3.8464123342441208,1.1716264197205366
26,6053,2.1214492,0.7006575759673288,0.131,30073.0,0.049,0.098,0.5660000000000001,0.522,0.23710710373304122,23.4,0.132,0.457,0.37,3.8786849347213295,1.7229301966961976
27,6055,2.2650197,0.47565945438788737,0.078,45195.0,0.045,0.059000000000000004,0.622,0.428,0.18354083017995904,25.6,0.18600000000000003,0.4712,0.34700000000000003,3.6863130107090294,1.397200842282461
28,6057,2.0176778,0.1484321470315586,0.11,39233.0,0.046,0.065,0.522,0.366,0.13666767660288526,25.5,0.265,0.4697,0.364,3.48379567699739,1.2314516544086784
29,6059,3.6026695,0.5941170640306763,0.109,41514.0,0.046,0.076,0.625,0.34299999999999997,0.15295836358212245,28.0,0.14400000000000002,0.4685,0.32,3.7834122474222704,1.766214410249827
30,6061,2.4519248,0.27342080142771175,0.077,43759.0,0.042,0.04,0.5760000000000001,0.309,0.1061858308921817,27.9,0.191,0.4467,0.301,3.6159235351307437,1.6198224426095562
31,6063,0.8672581,0.16859592711682747,0.121,35198.0,0.054000000000000006,0.031,0.484,0.4759999999999999,0.16980627922511693,19.8,0.271,0.4667,0.373,3.418693038101826,1.0657416871281122
32,6065,2.534918,0.6468075700857454,0.13699999999999998,28596.0,0.075,0.08800000000000001,0.552,0.4690000000000001,0.16289673475171962,34.0,0.141,0.4572,0.382,3.947932092613913,1.8893090311390415
33,6067,3.2062685,0.552767926074069,0.147,32751.0,0.065,0.055,0.586,0.38,0.16574914770750715,27.8,0.13699999999999998,0.4538,0.37,3.684202653104746,1.785680704855125
34,6069,1.6554216,0.6570988472240625,0.084,33174.0,0.069,0.075,0.631,0.498,0.16024104877361145,35.7,0.125,0.4054,0.365,3.8488422382656933,1.728687107565912
35,6071,2.0359719,0.7147244502289636,0.16,25215.0,0.077,0.084,0.557,0.47600000000000003,0.15252957685450164,31.6,0.113,0.4375,0.45299999999999996,4.027545496986721,1.8171057627046587
36,6073,2.8992262,0.5444141308107511,0.11599999999999999,38073.0,0.06,0.078,0.595,0.366,0.16834260702014814,26.5,0.13699999999999998,0.4627,0.341,3.768164481314277,1.686624202000969
37,6075,4.2740474,0.5949270881787874,0.10300000000000001,68883.0,0.042,0.037000000000000005,0.6809999999999999,0.244,0.6131035895834756,33.8,0.154,0.5099,0.239,3.4424247772083603,1.3575507521589973
38,6077,2.738296,0.6815135408825442,0.145,27521.0,0.078,0.064,0.556,0.504,0.1715009549822364,34.2,0.125,0.4529,0.434,3.8244191917571304,1.9508663367375192
39,6079,1.9333616,0.31113001258129114,0.125,37233.0,0.04,0.06,0.5539999999999999,0.39,0.19645780735980412,21.7,0.19399999999999998,0.4496,0.376,3.707966133804263,1.7089051153900443
40,6081,3.2326612,0.6076179629747871,0.067,61545.0,0.037000000000000005,0.042,0.6629999999999999,0.30800000000000005,0.26922546586297913,29.3,0.158,0.4849,0.32799999999999996,3.5510466589221727,1.1434713913349215
41,6083,2.2128358,0.5549008720204842,0.135,36039.0,0.057999999999999996,0.1,0.599,0.44900000000000007,0.2578530221549943,20.5,0.15,0.4815,0.315,3.6413588140489366,1.656529445809395
42,6085,3.1741192,0.6846109148261711,0.075,56248.0,0.043,0.043,0.6459999999999999,0.289,0.2025974993096158,29.3,0.132,0.4664,0.282,3.637326202504132,1.6165363733113869
43,6087,2.788047,0.42730378665654356,0.131,41312.0,0.057,0.051,0.601,0.38799999999999996,0.2313103271868252,27.7,0.158,0.4819,0.284,3.6336005234811353,1.5835785760625696
44,6089,1.6784952,0.2019898221101265,0.16699999999999998,29720.0,0.055,0.065,0.512,0.43400000000000005,0.12636352324729372,20.5,0.20199999999999999,0.4588,0.368,3.7562233847939694,1.6780258552031624
45,6091,0.49867487,0.12434210526315792,0.09699999999999999,33747.0,0.053,0.08800000000000001,0.49,0.5269999999999999,0.09790794979079498,30.6,0.293,0.4594,0.415,3.1756579528518456,0.0
46,6093,0.841004,0.23895739394497106,0.188,28615.0,0.071,0.059000000000000004,0.46299999999999997,0.4640000000000001,0.15046827513490046,18.4,0.247,0.4772,0.408,3.4650741332342188,1.0080533630028679
47,6095,2.7361581,0.6196265976203463,0.095,35400.0,0.06,0.047,0.585,0.44800000000000006,0.1898951224383424,33.2,0.152,0.4207,0.361,3.6944316671952375,1.2653980565859952
48,6097,2.4965785,0.3676676564513418,0.092,42178.0,0.044000000000000004,0.061,0.621,0.4059999999999999,0.18004069893205366,25.6,0.19,0.4536,0.344,3.636552707964721,1.6342418633588174
49,6099,2.5659468,0.5814221070188552,0.151,26258.0,0.091,0.057,0.5539999999999999,0.505,0.13484426952568362,29.9,0.128,0.4396,0.408,3.859070535349751,1.9679677113813627
50,6101,2.206663,0.5378996764090772,0.155,27371.0,0.083,0.08,0.529,0.507,0.16379846568525813,27.5,0.15,0.453,0.409,3.865714261328415,1.8824120418085333
51,6103,1.3437793,0.31657591688571785,0.221,24301.0,0.086,0.063,0.488,0.528,0.14107797400866373,23.4,0.193,0.4656,0.46799999999999997,3.7924393481111407,1.4079619112359658
52,6105,0.58704805,0.1789763779527559,0.19,26523.0,0.08800000000000001,0.105,0.413,0.519,0.15104533709184875,21.6,0.26899999999999996,0.4638,0.445,3.3835608913487802,1.4051759634279326
