"","dt.none","dt.Non.White","dt.Senior.Citizen","dt.Employed","dt.Unemployment","dt.Income","dt.Labor","dt.Uninsured","dt.Comorbidities","dt.Poverty","dt.Gini","dt.Density","dt.Mean.Commute","dt.Transit","p","x_test.Non.White","x_test.Senior.Citizen","x_test.Employed","x_test.Unemployment","x_test.Income","x_test.Labor","x_test.Uninsured","x_test.Comorbidities","x_test.Poverty","x_test.Gini","x_test.Density","x_test.Mean.Commute","x_test.Transit","y_select","rsq"
"1",0.12980209071062,0.111836312491746,0.0653020909553674,0.00961255121910261,0.00441316412848726,0.0932089219173668,-0.00658690225306313,-0.0217689938583789,0.00348247769552444,0.000704965971540763,-0.0105790590895156,0.0254668304909463,0.000316610907075264,-0.0700768035882937,0.335134267807007,0.646872378111308,0.144,0.596,0.043,26932,0.61,0.098,0.412,0.13,0.4554,1.2724198,25.7,0.171401415144155,0.045817139436245,-0.504045545761146
"2",0.129802091368398,0.112025614025841,0.066124349702245,0.0079939014132822,0.00342289755707069,0.0934982678968189,-0.00681089405363253,-0.0208809195335311,0.00585843692066741,-0.00128977914129953,-0.0119617515689042,0.0262730727005362,0.000816027676214259,-0.0697370573168863,0.335134267807007,0.646872378111308,0.144,0.596,0.043,26932,0.61,0.098,0.412,0.13,0.4554,1.2724198,25.7,0.171401415144155,0.045817139436245,-0.504045545761146
"3",0.129802090190991,0.111945499422098,0.0658618149954343,0.00945875943487704,0.00457477625453221,0.0917479945466397,-0.00724335888745786,-0.0212165885066838,0.00523033699703979,-0.000919192970261665,-0.0125503097917734,0.0271379529185404,0.000184202647626995,-0.0688797196105607,0.335134267807007,0.646872378111308,0.144,0.596,0.043,26932,0.61,0.098,0.412,0.13,0.4554,1.2724198,25.7,0.171401415144155,0.045817139436245,-0.504045545761146
"4",0.129802077290435,-0.0896526248823141,-0.0216440996158676,-0.0903418762768325,0.00116088530387802,0.0980815708044744,-0.011846172220414,-0.0719606565509965,0.0998074487757018,0.00150211117103708,-0.0280112990920499,-0.035355647675639,-0.0337484777490318,-0.00185777505879899,-0.0540645122528076,0.147442137989511,0.255,0.469,0.076,27582,0.494,0.069,0.5,0.161,0.4612,1.60642,19.1,0.161236253628224,-0.122847326966517,-0.504045545761146
"5",0.129802098446416,-0.0790867437808319,0.0340308015278028,0.0246122597575063,-3.81514726712148e-05,-0.122768956779691,0.00882976829109113,0.0489730907774558,0.0275737403868784,-0.0224154680287584,-0.0728940971881624,-0.0202512772507592,0.00319702699639034,-0.00257598043647035,-0.0430118851363659,0.233122212109131,0.174,0.53,0.046,37493,0.396,0.047,0.399,0.087,0.4166,2.8369906,30.6,0.245759322432655,-0.190855330079132,-0.504045545761146
"6",0.129802084813165,0.0669640523108639,0.0321682271046577,-0.00528471220188095,0.00288492896750881,-0.0402503612827469,0.0104266602898836,-0.0317083257154565,-0.0282465069019438,-0.0225180625126957,0.00264353247151806,-0.0119132917366877,-0.00082255984284676,-0.012374275359203,0.0917714089155197,0.475659454387887,0.186,0.622,0.045,45195,0.428,0.059,0.347,0.078,0.4712,2.2650197,25.6,0.183540830179959,-0.0818598319692847,-0.504045545761146
"7",0.129802077419253,-0.0896656374660842,-0.0217500575104757,-0.0896119802053761,-0.000337333831366003,0.0967369040491828,-0.0126126174195515,-0.0731106909382808,0.101277868512303,0.00268016102633946,-0.0279393737475896,-0.0340338090195481,-0.0325907132659531,-0.00290933340746747,-0.0540645122528076,0.147442137989511,0.255,0.469,0.076,27582,0.494,0.069,0.5,0.161,0.4612,1.60642,19.1,0.161236253628224,-0.122847326966517,-0.504045545761146
"8",0.129802081653825,0.0328709218016998,0.0728402535976949,0.0192128831532684,-0.00164612260635074,-0.0534814773245253,0.00678442606773663,-0.0254185302413868,-0.0344216257123294,0.00397742607598084,0.00689435243588631,-0.0178276068299295,0.0051973841148603,-0.0141095056211683,0.130674883723259,0.311130012581291,0.194,0.554,0.04,37233,0.39,0.06,0.376,0.125,0.4496,1.9333616,21.7,0.196457807359804,0.229844441138298,-0.504045545761146
"9",0.129802095182724,0.101986435301154,0.0496239315426343,0.0175283044859326,-0.0041441078322716,-0.0186243280208337,-0.0144818846719391,-0.0253158405044526,-0.0407487913861863,0.00130367728420491,0.000260125613211908,-0.0139051792573984,0.00327858258801121,-0.000261840760357571,0.186301186680794,0.646807570085745,0.141,0.552,0.075,28596,0.469,0.088,0.382,0.137,0.4572,2.534918,34,0.16289673475172,0.410248356887296,-0.504045545761146
"10",0.129802099443371,0.12349290057761,0.0494237189166165,-0.0227488001572199,0.00496533290255684,-0.0453371926440299,-0.116051805976966,0.0118454164427541,-0.0156424871588228,-0.0198332731249237,-0.0054057918726386,-0.0117092803733263,-0.000656937520333782,-0.00551739783461657,0.0766265094280243,0.685863441404095,0.135,0.639,0.046,47314,0.315,0.044,0.313,0.099,0.4616,3.355414,34.3,0.326267647694529,0.0268097973640304,-0.504045545761146
