,Density,Non-White,Poverty,Income,Unemployment,Uninsured,Employed,Labor,Transit,Mean Commute,Senior Citizen,Gini,Comorbidities,confirmed rate
48,3.1450045,0.3177541464268522,0.057999999999999996,46629.0,0.042,0.044000000000000004,0.64,0.31,0.14646504867899734,31.4,0.14400000000000002,0.4133,0.406,3.119317012052395
49,3.1407373,0.42726003540985824,0.09,40105.0,0.048,0.052000000000000005,0.632,0.32899999999999996,0.16537665647667021,29.8,0.168,0.452,0.42100000000000004,3.223915339791784
50,2.6374903,0.21843275671777163,0.046,45783.0,0.042,0.039,0.644,0.37,0.12141515875725506,42.5,0.145,0.3768,0.423,2.899392735677989
51,2.0194328,0.2445459771853914,0.139,29624.0,0.049,0.055999999999999994,0.615,0.473,0.13929684023141964,32.7,0.16,0.4462,0.534,3.139248632643354
52,2.5755453,0.10951764769020689,0.052000000000000005,42083.0,0.033,0.028999999999999998,0.645,0.332,0.0908017092631408,36.2,0.16399999999999998,0.4003,0.366,2.978926368862731
53,2.4727743,0.14881230985256255,0.098,34810.0,0.052000000000000005,0.040999999999999995,0.623,0.426,0.13202715578847068,29.9,0.152,0.4137,0.439,2.8481296999303938
54,2.552199,0.5983955139624156,0.063,41717.0,0.035,0.038,0.642,0.36199999999999993,0.14110459613280724,45.0,0.122,0.3848,0.484,3.1202997988833356
55,1.771177,0.3712738813865206,0.158,30293.0,0.08,0.054000000000000006,0.569,0.447,0.18152271627135053,27.6,0.21,0.471,0.516,3.1003855393140602
56,2.5943258,0.26515579384461185,0.068,43582.0,0.042,0.045,0.672,0.324,0.1368395624636708,35.4,0.141,0.4045,0.40700000000000003,3.0907433044333503
57,1.6503111,0.03564220968017784,0.10400000000000001,30617.0,0.038,0.07,0.5670000000000001,0.4749999999999999,0.1527777777777778,24.8,0.22,0.4475,0.442,2.3029874916869577
58,2.7666852,0.23919007858156704,0.07200000000000001,41147.0,0.042,0.034,0.642,0.33299999999999996,0.11238449029294573,32.0,0.158,0.4128,0.44299999999999995,2.9205900698200877
59,3.113221,0.4798199808690471,0.05,54628.0,0.038,0.039,0.6809999999999999,0.21099999999999997,0.1311747441522626,31.2,0.134,0.4092,0.32799999999999996,3.0939269121912405
60,1.8457599,0.22261466011466013,0.115,36813.0,0.042,0.052000000000000005,0.557,0.40399999999999997,0.2142387011847301,27.2,0.262,0.4773,0.44,3.0958698246440264
61,3.3285713,0.5618094352821672,0.068,54510.0,0.045,0.071,0.6779999999999999,0.27,0.2828489369772945,34.7,0.15,0.4648,0.325,3.2558031629659046
62,3.2750862,0.8729615812121012,0.085,37191.0,0.06,0.10099999999999999,0.6659999999999999,0.4040000000000001,0.2979554730671683,37.3,0.129,0.3994,0.46,3.432163701465371
63,2.1320856,0.13473162475822054,0.057,44754.0,0.026000000000000002,0.048,0.637,0.33,0.1348798278129858,37.3,0.184,0.4181,0.389,2.9702963611138076
64,2.5003061,0.25908807551874613,0.081,40354.0,0.033,0.051,0.627,0.363,0.1391022328349698,31.5,0.125,0.4029,0.47700000000000004,2.962472964507929
65,1.9037025,0.4846282405068211,0.217,18772.0,0.08199999999999999,0.057999999999999996,0.409,0.51,0.18726114649681525,24.4,0.162,0.4665,0.485,2.759562156612623
66,2.1412833,0.22172895310355956,0.087,49136.0,0.034,0.043,0.569,0.34299999999999997,0.151485769691439,28.1,0.285,0.5161,0.41600000000000004,3.0512413478296434
67,2.5184731,0.21074685728370712,0.122,30464.0,0.055,0.057,0.5660000000000001,0.44599999999999995,0.14204831777086113,30.1,0.168,0.4445,0.48700000000000004,2.8695222070722877
68,2.4420378,0.3702396161460517,0.154,28080.0,0.076,0.066,0.5920000000000001,0.446,0.1369820463440392,21.9,0.155,0.4383,0.462,3.127940915718237
69,2.0476837,0.1984159180913745,0.09,38080.0,0.049,0.049,0.55,0.4040000000000001,0.1374216086535629,24.8,0.273,0.4719,0.45899999999999996,3.138742186835492
70,3.8652143,0.7250883369018377,0.212,31271.0,0.083,0.066,0.5670000000000001,0.368,0.35351576658209494,31.4,0.136,0.5145,0.444,3.3519681364764375
71,2.4892225,0.38407121715459625,0.135,28845.0,0.054000000000000006,0.071,0.569,0.455,0.13513981473465497,26.4,0.166,0.4279,0.501,3.1367275213724897
72,3.1174865,0.42559672039772367,0.114,37532.0,0.059000000000000004,0.049,0.614,0.34299999999999997,0.15842440298782057,26.2,0.152,0.4584,0.405,3.127585812101533
73,2.3982956,0.25039218482601255,0.113,35491.0,0.043,0.067,0.532,0.42200000000000004,0.09743962490146496,26.4,0.27,0.4505,0.45,3.420957451571278
74,2.7666602,0.2782895937035782,0.11900000000000001,37635.0,0.045,0.031,0.625,0.311,0.2076766730195716,20.9,0.165,0.46,0.36,2.937579132880547
75,1.6510489,0.055967272104180954,0.16899999999999998,24857.0,0.049,0.066,0.521,0.48900000000000005,0.20946533640317222,22.0,0.184,0.44,0.45799999999999996,2.2419688092931453
76,4.5279713,0.908617570735324,0.28,21778.0,0.1,0.086,0.539,0.5289999999999999,0.7349481764780603,45.4,0.125,0.5118,0.43700000000000006,3.5657493192185554
77,2.4311745,0.16619562291653722,0.174,28699.0,0.062,0.042,0.54,0.397,0.16631446481147305,19.3,0.187,0.4652,0.433,2.787167834049753
78,1.7647816,0.09418965003047164,0.165,25822.0,0.055,0.069,0.544,0.4690000000000001,0.14061597397464354,22.1,0.187,0.4326,0.491,2.3509074586866494
79,2.0442486,0.09908944139489828,0.121,30509.0,0.045,0.051,0.5710000000000001,0.449,0.13125545022363494,23.5,0.184,0.4351,0.45399999999999996,2.3301304280766444
80,2.0780616,0.12562258747354005,0.182,26165.0,0.061,0.054000000000000006,0.531,0.48900000000000005,0.15278869531835548,17.9,0.196,0.4519,0.465,2.3185743816476685
81,2.3114872,0.1377230696743036,0.139,28778.0,0.055999999999999994,0.043,0.5429999999999999,0.43700000000000006,0.15606023473027808,19.9,0.184,0.4423,0.461,2.354623915280022
82,1.7228669,0.05259972030307458,0.135,27708.0,0.06,0.043,0.5529999999999999,0.4690000000000001,0.16291390728476818,24.6,0.20199999999999999,0.4329,0.47200000000000003,2.6653895216553702
83,1.8896191,0.10070362235210906,0.15,27761.0,0.044000000000000004,0.039,0.529,0.466,0.1627047771795166,19.3,0.16399999999999998,0.4278,0.44799999999999995,2.2142164428203013
84,1.9716887,0.13652250252604725,0.11599999999999999,38268.0,0.049,0.046,0.581,0.40299999999999997,0.17471566356690982,26.3,0.231,0.4663,0.413,2.9673878049579225
85,1.9795307,0.07381176224798913,0.16399999999999998,28229.0,0.053,0.032,0.583,0.434,0.17725514604543635,21.2,0.16,0.4434,0.409,2.3114632874811787
86,1.4856906,0.07914212690298927,0.166,27701.0,0.047,0.051,0.518,0.48900000000000005,0.18100450081833064,24.9,0.24,0.4412,0.47600000000000003,2.3863883256794756
87,2.5679479,0.2853169658966346,0.09,40093.0,0.05,0.047,0.5920000000000001,0.379,0.17996234685849166,33.0,0.171,0.4497,0.38299999999999995,3.2007352523768082
88,2.9450045,0.24505006227191894,0.142,33598.0,0.043,0.032,0.599,0.365,0.1508360038382851,21.5,0.17600000000000002,0.4661,0.41200000000000003,2.996971915909384
89,1.3129988,0.08040791265116531,0.099,31667.0,0.05,0.036000000000000004,0.539,0.483,0.158106271056209,23.0,0.228,0.4362,0.43799999999999994,2.2067088487433946
90,1.487183,0.18376686411633025,0.17800000000000002,25406.0,0.07,0.051,0.465,0.47800000000000004,0.15812079113420652,20.1,0.166,0.4529,0.509,2.037237203507766
91,2.0323946,0.07305297692279011,0.149,27443.0,0.051,0.048,0.56,0.47800000000000004,0.13943427620632276,24.7,0.19,0.4234,0.488,2.754804125407428
92,2.06521,0.09477926930528646,0.109,30511.0,0.040999999999999995,0.035,0.622,0.47,0.1423035671037609,22.3,0.183,0.4117,0.45399999999999996,2.6961903777540357
93,1.8628188,0.14716177462887992,0.14,28433.0,0.039,0.042,0.505,0.429,0.1453572678633932,28.9,0.21600000000000003,0.4526,0.43200000000000005,2.799614347427313
94,0.41016307,0.04053156146179404,0.099,24851.0,0.036000000000000004,0.061,0.45,0.5609999999999999,0.14261460101867574,22.9,0.303,0.3979,0.45899999999999996,2.260451635496208
95,1.6379017,0.05488502505760828,0.136,27850.0,0.059000000000000004,0.05,0.5660000000000001,0.46,0.14745738535054564,23.4,0.201,0.4152,0.47100000000000003,2.663597363492261
96,1.9373771,0.18362843622055613,0.14,26194.0,0.062,0.053,0.491,0.457,0.1667885599907618,18.0,0.132,0.4207,0.45299999999999996,2.1179221775249855
97,4.5670424,0.6359558049617486,0.2,34173.0,0.062,0.073,0.597,0.374,0.7705985717088156,43.0,0.136,0.5264,0.34299999999999997,3.4024296472237427
98,1.3145015,0.04147222640373327,0.135,26708.0,0.048,0.055,0.565,0.512,0.16079632465543647,23.9,0.179,0.4002,0.444,2.2546312262103165
99,1.9981941,0.09241873850073123,0.132,28701.0,0.035,0.032,0.545,0.441,0.16266089929186867,25.7,0.172,0.4238,0.425,2.453205009337824
100,2.0347567,0.06909627132926055,0.098,30469.0,0.04,0.044000000000000004,0.5770000000000001,0.434,0.13205793277159739,24.0,0.17600000000000002,0.4307,0.40399999999999997,2.7741159858555875
101,3.052791,0.29428351187409274,0.14400000000000002,33840.0,0.055,0.033,0.608,0.341,0.14715951224679824,20.4,0.16899999999999998,0.4639,0.414,2.84157318701965
102,2.0867198,0.18729463307776562,0.198,26521.0,0.066,0.063,0.5489999999999999,0.48,0.156023358764246,24.8,0.183,0.4472,0.45899999999999996,2.5738276004158678
103,3.6782703,0.40016395025760976,0.055999999999999994,51422.0,0.039,0.044000000000000004,0.626,0.302,0.27543798893595106,36.6,0.175,0.4578,0.341,3.5099541965985432
104,4.8565726,0.5308637965971668,0.158,76592.0,0.052000000000000005,0.052000000000000005,0.638,0.20600000000000002,0.8681625489888873,32.2,0.162,0.5956,0.29100000000000004,3.2673335052455093
105,2.6027658,0.14564557442367898,0.135,30971.0,0.05,0.033,0.58,0.415,0.11496520190984871,22.8,0.18600000000000003,0.4425,0.441,2.864271715229971
106,2.27559,0.17988858883540104,0.155,29687.0,0.046,0.04,0.5479999999999999,0.414,0.1353855677926331,19.8,0.184,0.4537,0.48700000000000004,2.982675637969659
107,2.7720604,0.23153917281667502,0.141,34002.0,0.053,0.037000000000000005,0.591,0.3390000000000001,0.15698617246278168,20.0,0.166,0.4654,0.401,2.90112654893846
108,2.231592,0.10160623133749125,0.087,36835.0,0.035,0.033,0.61,0.35300000000000004,0.12242706945061455,23.3,0.19399999999999998,0.4511,0.38799999999999996,2.525451828271291
109,2.6756685,0.357567386242551,0.11599999999999999,34959.0,0.043,0.048,0.602,0.401,0.19681275351168492,33.6,0.13699999999999998,0.4409,0.363,3.4650968943137426
110,2.013396,0.1363191863876394,0.13699999999999998,26298.0,0.054000000000000006,0.051,0.526,0.49699999999999994,0.17746543252199753,25.7,0.174,0.4208,0.491,2.8718399523460003
111,2.0901706,0.05961686341780814,0.17,28587.0,0.069,0.046,0.561,0.48,0.1470848805866053,25.2,0.158,0.4324,0.49200000000000005,2.3661963360054727
112,1.7737122,0.08870806376308948,0.149,28849.0,0.057999999999999996,0.048,0.544,0.418,0.20192977950618185,22.9,0.20600000000000002,0.4465,0.387,2.2996002538372244
113,2.630298,0.212851893467764,0.05,47448.0,0.046,0.037000000000000005,0.627,0.349,0.1731367862952624,39.6,0.16699999999999998,0.4229,0.364,3.1717059885161256
114,4.3163843,0.7495383380519615,0.122,31930.0,0.055999999999999994,0.095,0.606,0.43999999999999995,0.6489021526720744,44.4,0.153,0.4518,0.363,3.493951784215425
115,2.3860643,0.16789898545717252,0.11699999999999999,35903.0,0.047,0.037000000000000005,0.618,0.35600000000000004,0.15961181603891872,24.8,0.165,0.4294,0.40700000000000003,2.6973345085426432
116,3.9179163,0.38986045277567793,0.11699999999999999,36907.0,0.046,0.043,0.56,0.36900000000000005,0.4104398804760123,45.2,0.159,0.4551,0.395,3.502094676061585
117,3.2737765,0.36867721671156706,0.139,39286.0,0.055,0.055999999999999994,0.607,0.326,0.23743928380878465,31.5,0.155,0.4648,0.37,3.633199618998228
118,1.6043229,0.0802842635865324,0.179,25378.0,0.07400000000000001,0.06,0.49,0.442,0.1811854827409034,20.8,0.16899999999999998,0.4421,0.485,2.389354264244356
119,2.4529862,0.09645429799301541,0.057999999999999996,43065.0,0.035,0.033,0.637,0.314,0.10541365327536478,25.2,0.17600000000000002,0.4188,0.395,2.5335657693099707
120,2.8803031,0.2740492964567768,0.114,32417.0,0.066,0.042,0.5820000000000001,0.365,0.15144859033531666,23.1,0.168,0.4348,0.44299999999999995,2.851230812115417
121,1.6976838,0.06831721222215104,0.121,30397.0,0.054000000000000006,0.038,0.546,0.43200000000000005,0.16840740473960958,30.8,0.21,0.424,0.445,2.349448152078483
122,1.7342625,0.05044642857142856,0.154,27678.0,0.055999999999999994,0.055,0.552,0.449,0.17503075030750304,26.3,0.20800000000000002,0.4178,0.433,2.114486511441345
123,2.0215278,0.10988659494038966,0.122,28245.0,0.036000000000000004,0.083,0.539,0.44299999999999995,0.1560165421558164,21.7,0.18600000000000003,0.4376,0.449,2.4383852981569474
124,1.8362646,0.06432142042272515,0.13699999999999998,29886.0,0.063,0.055,0.5489999999999999,0.466,0.15828022448397228,21.9,0.18899999999999997,0.4533,0.48100000000000004,2.507620235275836
125,3.2093604,0.32432377789399336,0.069,44465.0,0.042,0.047,0.623,0.36200000000000004,0.16598349293588,32.7,0.165,0.4436,0.382,3.4754094146382903
126,1.8916187,0.28485276106288937,0.152,30446.0,0.075,0.055999999999999994,0.539,0.48200000000000004,0.13548327022161522,30.6,0.185,0.4654,0.495,3.296723551562658
127,1.9682329,0.050014377849895264,0.102,31822.0,0.061,0.042,0.574,0.425,0.12055565481507946,23.4,0.19699999999999998,0.4177,0.423,2.608032772173495
128,2.3330004,0.22876600222131294,0.18899999999999997,33075.0,0.038,0.034,0.57,0.28600000000000003,0.3250442964501742,19.4,0.139,0.496,0.28600000000000003,2.3690716142669346
129,2.1985195,0.20949822293118403,0.138,34834.0,0.051,0.054000000000000006,0.578,0.397,0.15287666748506423,29.0,0.192,0.4592,0.385,3.0709305181830553
130,1.8676718,0.062309415645030786,0.095,35271.0,0.04,0.039,0.591,0.397,0.13759974465368652,22.9,0.21600000000000003,0.4358,0.379,2.6892439641689525
131,1.8670913,0.07684692287717476,0.113,28530.0,0.048,0.055,0.5670000000000001,0.47600000000000003,0.13677768789786515,26.5,0.18899999999999997,0.4065,0.473,2.6308779208851463
132,2.172932,0.10071918602724295,0.11599999999999999,31043.0,0.051,0.042,0.609,0.43799999999999994,0.12790989879606152,24.7,0.184,0.4289,0.47,2.477354926554613
133,3.351591,0.4652127692514114,0.08800000000000001,57049.0,0.054000000000000006,0.057999999999999996,0.618,0.319,0.370777465684456,35.1,0.16699999999999998,0.5405,0.365,3.5759804154391714
134,1.8276536,0.10088078402183354,0.105,27947.0,0.055999999999999994,0.042,0.557,0.49999999999999994,0.1367397945015274,25.4,0.174,0.3961,0.473,2.472820131705512
135,1.8673182,0.052896725440806036,0.11900000000000001,28270.0,0.040999999999999995,0.17600000000000002,0.5660000000000001,0.49599999999999994,0.1741912548880199,22.3,0.201,0.448,0.423,2.3762559496349542
